relation_id,relation_name,train_support,inverse_strength,best_inverse_partner_id,best_inverse_partner_name,best_inverse_score,best_inverse_overlap_count
32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,2337,0.3080872913992298,86,/film/film/production_companies,0.3080872913992298,720
33,/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,373,0.0,0,/location/country/form_of_government,0.0,0
34,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,1210,0.0,0,/location/country/form_of_government,0.0,0
35,/government/legislative_session/members./government/government_position_held/district_represented,1070,0.0,0,/location/country/form_of_government,0.0,0
36,/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,622,0.8167202572347267,130,/sports/sports_position/players./sports/sports_team_roster/team,0.8167202572347267,508
37,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,760,0.0,0,/location/country/form_of_government,0.0,0
38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,6277,0.3696033136848813,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.3696033136848813,2320
39,/people/deceased_person/place_of_death,695,0.0,0,/location/country/form_of_government,0.0,0
40,/sports/pro_athlete/teams./sports/sports_team_roster/team,676,0.0,0,/location/country/form_of_government,0.0,0
41,/music/artist/track_contributions./music/track_contribution/role,1772,0.2742663656884876,42,/music/instrument/instrumentalists,0.2742663656884876,486
42,/music/instrument/instrumentalists,1938,0.25077399380804954,41,/music/artist/track_contributions./music/track_contribution/role,0.25077399380804954,486
43,/people/person/gender,3717,0.0,0,/location/country/form_of_government,0.0,0
44,/business/job_title/people_with_this_title./business/employment_tenure/company,734,0.005449591280653951,36,/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,0.005449591280653951,4
45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,1511,0.10787557908669755,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.10787557908669755,163
46,/business/business_operation/industry,330,0.0,0,/location/country/form_of_government,0.0,0
47,/award/award_category/winners./award/award_honor/award_winner,5673,0.6842940243257536,19,/award/award_nominee/award_nominations./award/award_nomination/award,0.6842940243257536,3882
48,/people/person/nationality,4197,0.0004765308553728854,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,0.0004765308553728854,2
49,/sports/sports_team/roster./baseball/baseball_roster_position/position,183,0.8032786885245902,130,/sports/sports_position/players./sports/sports_team_roster/team,0.8032786885245902,147
50,/people/cause_of_death/people,737,0.0,0,/location/country/form_of_government,0.0,0
51,/tv/tv_program/languages,254,0.0,0,/location/country/form_of_government,0.0,0
52,/music/genre/parent_genre,678,0.0014749262536873156,20,/music/genre/artists,0.0014749262536873156,1
53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,153,0.7320261437908496,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,0.7320261437908496,112
54,/location/country/capital,142,0.4014084507042254,133,/base/biblioness/bibs_location/country,0.4014084507042254,57
55,/film/special_film_performance_type/film_performance_type./film/performance/film,93,0.0,0,/location/country/form_of_government,0.0,0
56,/location/hud_county_place/place,459,0.02832244008714597,111,/location/hud_county_place/county,0.02832244008714597,13
57,/music/performance_role/guest_performances./music/recording_contribution/performance_role,497,0.5975855130784709,75,/music/performance_role/track_performances./music/track_contribution/role,0.5975855130784709,297
58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,2051,0.017064846416382253,152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,0.017064846416382253,35
59,/film/film_subject/films,603,0.02321724709784411,31,/film/film/genre,0.02321724709784411,14
60,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,475,0.0,0,/location/country/form_of_government,0.0,0
61,/education/educational_institution/colors,856,0.0,0,/location/country/form_of_government,0.0,0
62,/base/aareas/schema/administrative_area/administrative_parent,579,0.6096718480138169,15,/location/location/contains,0.6096718480138169,353
63,/organization/role/leaders./organization/leadership/organization,756,0.0,0,/location/country/form_of_government,0.0,0
64,/government/legislative_session/members./government/government_position_held/legislative_sessions,814,0.0,0,/location/country/form_of_government,0.0,0
65,/olympics/olympic_games/sports,664,0.39457831325301207,104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,0.39457831325301207,262
66,/people/person/places_lived./people/place_lived/location,3738,0.002140181915462814,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,0.002140181915462814,8
67,/award/award_category/disciplines_or_subjects,204,0.0,0,/location/country/form_of_government,0.0,0
68,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,688,0.0,0,/location/country/form_of_government,0.0,0
69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,1153,0.18300086730268864,157,/olympics/olympic_games/participating_countries,0.18300086730268864,211
70,/language/human_language/countries_spoken_in,335,0.39104477611940297,221,/location/country/official_language,0.39104477611940297,131
71,/people/ethnicity/people,2063,0.0,0,/location/country/form_of_government,0.0,0
72,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,760,0.24210526315789474,157,/olympics/olympic_games/participating_countries,0.24210526315789474,184
73,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,256,0.0,0,/location/country/form_of_government,0.0,0
74,/film/film/other_crew./film/film_crew_gig/crewmember,384,0.24479166666666666,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.24479166666666666,94
75,/music/performance_role/track_performances./music/track_contribution/role,3795,0.31277997364953886,9,/music/performance_role/regular_performances./music/group_membership/role,0.31277997364953886,1187
76,/music/record_label/artist,2226,0.006289308176100629,159,/people/person/employment_history./business/employment_tenure/company,0.006289308176100629,14
77,/base/popstra/celebrity/dated./base/popstra/dated/participant,1404,0.09686609686609686,164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,0.09686609686609686,136
78,/base/locations/continents/countries_within,125,0.0,0,/location/country/form_of_government,0.0,0
79,/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,269,0.0,0,/location/country/form_of_government,0.0,0
80,/sports/sports_team/sport,423,0.0,0,/location/country/form_of_government,0.0,0
81,/education/educational_institution_campus/educational_institution,526,0.8079847908745247,146,/education/educational_institution/campuses,0.8079847908745247,425
82,/people/person/religion,1085,0.0,0,/location/country/form_of_government,0.0,0
83,/organization/organization/headquarters./location/mailing_address/citytown,852,0.38028169014084506,15,/location/location/contains,0.38028169014084506,324
84,/film/film/produced_by,1285,0.3867704280155642,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.3867704280155642,497
85,/people/person/spouse_s./people/marriage/type_of_union,2909,0.0,0,/location/country/form_of_government,0.0,0
86,/film/film/production_companies,1568,0.45918367346938777,32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,0.45918367346938777,720
87,/location/country/second_level_divisions,463,0.11663066954643629,135,/location/administrative_division/country,0.11663066954643629,54
88,/base/culturalevent/event/entity_involved,276,0.0,0,/location/country/form_of_government,0.0,0
89,/education/educational_degree/people_with_this_degree./education/education/institution,2257,0.00044306601683650863,124,/education/educational_institution/school_type,0.00044306601683650863,1
90,/film/film/distributors./film/film_film_distributor_relationship/film_distribution_medium,285,0.0,0,/location/country/form_of_government,0.0,0
91,/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,121,0.0,0,/location/country/form_of_government,0.0,0
92,/music/performance_role/regular_performances./music/group_membership/group,1327,0.003014318010550113,41,/music/artist/track_contributions./music/track_contribution/role,0.003014318010550113,4
93,/government/politician/government_positions_held./government/government_position_held/legislative_sessions,215,0.0,0,/location/country/form_of_government,0.0,0
94,/sports/sports_team_location/teams,331,0.015105740181268883,83,/organization/organization/headquarters./location/mailing_address/citytown,0.015105740181268883,5
95,/sports/sports_team/colors,689,0.0,0,/location/country/form_of_government,0.0,0
96,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,437,0.0,0,/location/country/form_of_government,0.0,0
97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,717,0.2580195258019526,141,/award/award_winning_work/awards_won./award/award_honor/honored_for,0.2580195258019526,185
98,/baseball/baseball_team/team_stats./baseball/baseball_team_stats/season,233,0.0,0,/location/country/form_of_government,0.0,0
99,/user/alexander/philosophy/philosopher/interests,100,0.0,0,/location/country/form_of_government,0.0,0
100,/people/person/languages,783,0.0038314176245210726,140,/education/field_of_study/students_majoring./education/education/student,0.0038314176245210726,3
101,/education/educational_institution/students_graduates./education/education/major_field_of_study,2622,0.0,0,/location/country/form_of_government,0.0,0
102,/film/director/film,859,0.3469150174621653,109,/film/film/written_by,0.3469150174621653,298
103,/award/award_ceremony/awards_presented./award/award_honor/honored_for,909,0.0,0,/location/country/form_of_government,0.0,0
104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,381,0.6876640419947506,65,/olympics/olympic_games/sports,0.6876640419947506,262
105,/film/film/costume_design_by,192,0.3541666666666667,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.3541666666666667,68
106,/film/film/featured_film_locations,977,0.0030706243602865915,59,/film/film_subject/films,0.0030706243602865915,3
107,/tv/tv_program/genre,1006,0.02982107355864811,2,/media_common/netflix_genre/titles,0.02982107355864811,30
108,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,456,0.0,0,/location/country/form_of_government,0.0,0
109,/film/film/written_by,787,0.49301143583227447,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.49301143583227447,388
110,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,225,0.0,0,/location/country/form_of_government,0.0,0
111,/location/hud_county_place/county,305,0.7081967213114754,15,/location/location/contains,0.7081967213114754,216
112,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,494,0.0,0,/location/country/form_of_government,0.0,0
113,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,142,0.007042253521126761,44,/business/job_title/people_with_this_title./business/employment_tenure/company,0.007042253521126761,1
114,/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,100,0.02,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.02,2
115,/film/film/film_format,345,0.0,0,/location/country/form_of_government,0.0,0
116,/film/film/music,1039,0.30221366698748797,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.30221366698748797,314
117,/sports/sports_team/roster./american_football/football_roster_position/position,607,0.8023064250411862,130,/sports/sports_position/players./sports/sports_team_roster/team,0.8023064250411862,487
118,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,411,0.0,0,/location/country/form_of_government,0.0,0
119,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,250,0.348,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,0.348,87
120,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,788,0.0,0,/location/country/form_of_government,0.0,0
121,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,246,0.0,0,/location/country/form_of_government,0.0,0
122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,349,0.022922636103151862,66,/people/person/places_lived./people/place_lived/location,0.022922636103151862,8
123,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,449,0.24721603563474387,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,0.24721603563474387,111
124,/education/educational_institution/school_type,728,0.0013736263736263737,89,/education/educational_degree/people_with_this_degree./education/education/institution,0.0013736263736263737,1
125,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,128,0.0,0,/location/country/form_of_government,0.0,0
126,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,154,0.0,0,/location/country/form_of_government,0.0,0
127,/base/biblioness/bibs_location/state,300,0.8166666666666667,15,/location/location/contains,0.8166666666666667,245
128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,360,0.0,0,/location/country/form_of_government,0.0,0
129,/business/business_operation/revenue./measurement_unit/dated_money_value/currency,215,0.0,0,/location/country/form_of_government,0.0,0
130,/sports/sports_position/players./sports/sports_team_roster/team,3500,0.5268571428571428,5,/soccer/football_team/current_roster./soccer/football_roster_position/position,0.5268571428571428,1844
131,/military/military_conflict/combatants./military/military_combatant_group/combatants,424,0.0,0,/location/country/form_of_government,0.0,0
132,/sports/sports_league/teams./sports/sports_league_participation/team,161,0.0,0,/location/country/form_of_government,0.0,0
133,/base/biblioness/bibs_location/country,610,0.7557377049180328,15,/location/location/contains,0.7557377049180328,461
134,/music/group_member/membership./music/group_membership/role,750,0.3933333333333333,42,/music/instrument/instrumentalists,0.3933333333333333,295
135,/location/administrative_division/country,386,0.8290155440414507,15,/location/location/contains,0.8290155440414507,320
136,/film/film/executive_produced_by,662,0.1268882175226586,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.1268882175226586,84
137,/food/food/nutrients./food/nutrition_fact/nutrient,966,0.0,0,/location/country/form_of_government,0.0,0
138,/music/group_member/membership./music/group_membership/group,218,0.01834862385321101,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.01834862385321101,4
139,/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,190,0.0,0,/location/country/form_of_government,0.0,0
140,/education/field_of_study/students_majoring./education/education/student,259,0.011583011583011582,100,/people/person/languages,0.011583011583011582,3
141,/award/award_winning_work/awards_won./award/award_honor/honored_for,475,0.3894736842105263,97,/award/award_nominated_work/award_nominations./award/award_nomination/nominated_for,0.3894736842105263,185
142,/sports/sports_team/roster./basketball/basketball_roster_position/position,178,0.8146067415730337,130,/sports/sports_position/players./sports/sports_team_roster/team,0.8146067415730337,145
143,/organization/organization/headquarters./location/mailing_address/state_province_region,721,0.49791955617198336,15,/location/location/contains,0.49791955617198336,359
144,/base/aareas/schema/administrative_area/capital,137,0.7664233576642335,194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,0.7664233576642335,105
145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,416,0.36538461538461536,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.36538461538461536,152
146,/education/educational_institution/campuses,533,0.797373358348968,81,/education/educational_institution_campus/educational_institution,0.797373358348968,425
147,/film/film/distributors./film/film_film_distributor_relationship/region,157,0.03821656050955414,2,/media_common/netflix_genre/titles,0.03821656050955414,6
148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,535,0.0,0,/location/country/form_of_government,0.0,0
149,/medicine/disease/notable_people_with_this_condition,121,0.0,0,/location/country/form_of_government,0.0,0
150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,345,0.043478260869565216,15,/location/location/contains,0.043478260869565216,15
151,/people/ethnicity/geographic_distribution,122,0.0,0,/location/country/form_of_government,0.0,0
152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,747,0.04685408299866131,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.04685408299866131,35
153,/film/film/personal_appearances./film/personal_film_appearance/person,217,0.15207373271889402,6,/film/actor/film./film/performance/film,0.15207373271889402,33
154,/location/location/time_zones,1151,0.0,0,/location/country/form_of_government,0.0,0
155,/film/film/story_by,394,0.17766497461928935,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.17766497461928935,70
156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,192,0.0,0,/location/country/form_of_government,0.0,0
157,/olympics/olympic_games/participating_countries,490,0.4306122448979592,69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,0.4306122448979592,211
158,/tv/tv_network/programs./tv/tv_network_duration/program,305,0.13442622950819672,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.13442622950819672,41
159,/people/person/employment_history./business/employment_tenure/company,316,0.056962025316455694,22,/education/educational_institution/students_graduates./education/education/student,0.056962025316455694,18
160,/music/artist/origin,552,0.0036231884057971015,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,0.0036231884057971015,2
161,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,417,0.0,0,/location/country/form_of_government,0.0,0
162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,271,0.4132841328413284,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.4132841328413284,112
163,/time/event/locations,363,0.0027548209366391185,15,/location/location/contains,0.0027548209366391185,1
164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,236,0.576271186440678,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,0.576271186440678,136
165,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,107,0.028037383177570093,226,/organization/organization_founder/organizations_founded,0.028037383177570093,3
166,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,476,0.0,0,/location/country/form_of_government,0.0,0
167,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,125,0.0,0,/location/country/form_of_government,0.0,0
168,/user/ktrueman/default_domain/international_organization/member_states,179,0.22346368715083798,23,/organization/organization_member/member_of./organization/organization_membership/organization,0.22346368715083798,40
169,/american_football/football_team/current_roster./sports/sports_team_roster/position,573,0.8202443280977313,130,/sports/sports_position/players./sports/sports_team_roster/team,0.8202443280977313,470
170,/soccer/football_player/current_team./sports/sports_team_roster/team,536,0.0,0,/location/country/form_of_government,0.0,0
171,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,101,0.0,0,/location/country/form_of_government,0.0,0
172,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,335,0.0,0,/location/country/form_of_government,0.0,0
173,/film/film_set_designer/film_sets_designed,113,0.24778761061946902,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.24778761061946902,28
174,/user/jg/default_domain/olympic_games/sports,581,0.37521514629948366,104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,0.37521514629948366,218
175,/people/person/sibling_s./people/sibling_relationship/sibling,131,0.16030534351145037,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.16030534351145037,21
176,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,352,0.0,0,/location/country/form_of_government,0.0,0
177,/music/artist/contribution./music/recording_contribution/performance_role,218,0.25229357798165136,42,/music/instrument/instrumentalists,0.25229357798165136,55
178,/sports/sports_position/players./sports/sports_team_roster/position,125,0.688,180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,0.688,86
179,/government/politician/government_positions_held./government/government_position_held/basic_title,114,0.0,0,/location/country/form_of_government,0.0,0
180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,102,0.8431372549019608,178,/sports/sports_position/players./sports/sports_team_roster/position,0.8431372549019608,86
181,/people/profession/specialization_of,102,0.0,0,/location/country/form_of_government,0.0,0
182,/award/award_category/category_of,148,0.0,0,/location/country/form_of_government,0.0,0
183,/film/film/cinematography,336,0.40476190476190477,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.40476190476190477,136
184,/film/film/film_production_design_by,158,0.3987341772151899,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.3987341772151899,63
185,/tv/tv_program/country_of_origin,268,0.026119402985074626,2,/media_common/netflix_genre/titles,0.026119402985074626,7
186,/film/film/edited_by,179,0.3016759776536313,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,0.3016759776536313,54
187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,103,0.2621359223300971,1,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,0.2621359223300971,27
188,/education/field_of_study/students_majoring./education/education/major_field_of_study,343,0.0,0,/location/country/form_of_government,0.0,0
189,/education/educational_degree/people_with_this_degree./education/education/student,260,0.0,0,/location/country/form_of_government,0.0,0
190,/location/us_county/county_seat,181,0.6850828729281768,111,/location/hud_county_place/county,0.6850828729281768,124
191,/film/film/film_festivals,264,0.007575757575757576,210,/time/event/instance_of_recurring_event,0.007575757575757576,2
192,/people/person/spouse_s./people/marriage/spouse,427,0.2529274004683841,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,0.2529274004683841,108
193,/film/film/runtime./film/film_cut/film_release_region,187,0.03208556149732621,2,/media_common/netflix_genre/titles,0.03208556149732621,6
194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,296,0.7263513513513513,15,/location/location/contains,0.7263513513513513,215
195,/base/aareas/schema/administrative_area/administrative_area_type,156,0.0,0,/location/country/form_of_government,0.0,0
196,/influence/influence_node/peers./influence/peer_relationship/peers,166,0.1566265060240964,21,/influence/influence_node/influenced_by,0.1566265060240964,26
197,/government/governmental_body/members./government/government_position_held/legislative_sessions,101,0.0,0,/location/country/form_of_government,0.0,0
198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,208,0.0,0,/location/country/form_of_government,0.0,0
199,/organization/organization/place_founded,104,0.028846153846153848,15,/location/location/contains,0.028846153846153848,3
200,/base/eating/practicer_of_diet/diet,137,0.0,0,/location/country/form_of_government,0.0,0
201,/tv/tv_program/program_creator,144,0.6944444444444444,145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,0.6944444444444444,100
202,/people/deceased_person/place_of_burial,142,0.0,0,/location/country/form_of_government,0.0,0
203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,246,0.0,0,/location/country/form_of_government,0.0,0
204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,121,0.743801652892562,130,/sports/sports_position/players./sports/sports_team_roster/team,0.743801652892562,90
205,/location/administrative_division/first_level_division_of,141,0.8794326241134752,15,/location/location/contains,0.8794326241134752,124
206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,160,0.0,0,/location/country/form_of_government,0.0,0
207,/organization/organization/child./organization/organization_relationship/child,191,0.041884816753926704,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,0.041884816753926704,8
208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,181,0.0,0,/location/country/form_of_government,0.0,0
209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,37,0.0,0,/location/country/form_of_government,0.0,0
210,/time/event/instance_of_recurring_event,109,0.01834862385321101,191,/film/film/film_festivals,0.01834862385321101,2
211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,90,0.022222222222222223,17,/people/person/profession,0.022222222222222223,2
212,/film/actor/film./film/performance/special_performance_type,180,0.0,0,/location/country/form_of_government,0.0,0
213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,198,0.0,0,/location/country/form_of_government,0.0,0
214,/people/ethnicity/languages_spoken,192,0.0,0,/location/country/form_of_government,0.0,0
215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,121,0.0,0,/location/country/form_of_government,0.0,0
216,/medicine/symptom/symptom_of,154,0.0,0,/location/country/form_of_government,0.0,0
217,/education/university/fraternities_and_sororities,131,0.0,0,/location/country/form_of_government,0.0,0
218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,172,0.11046511627906977,58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,0.11046511627906977,19
219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,220,0.0,0,/location/country/form_of_government,0.0,0
220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,146,0.0,0,/location/country/form_of_government,0.0,0
221,/location/country/official_language,225,0.5822222222222222,70,/language/human_language/countries_spoken_in,0.5822222222222222,131
