relation_id,relation_name,train_support,self_loop_count,non_self_train_support,symmetric_supported_edge_count,symmetric_supported_non_self_edge_count,symmetry_score,symmetry_score_excluding_self_loops
106,/film/film/featured_film_locations,977,0,977,0,0,0.0,0.0
107,/tv/tv_program/genre,1006,0,1006,0,0,0.0,0.0
108,/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,456,0,456,0,0,0.0,0.0
109,/film/film/written_by,787,0,787,0,0,0.0,0.0
110,/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,225,0,225,0,0,0.0,0.0
111,/location/hud_county_place/county,305,18,287,18,0,0.05901639344262295,0.0
112,/education/educational_degree/people_with_this_degree./education/education/major_field_of_study,494,0,494,0,0,0.0,0.0
113,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/contact_category,142,0,142,0,0,0.0,0.0
114,/base/saturdaynightlive/snl_cast_member/seasons./base/saturdaynightlive/snl_season_tenure/cast_members,100,0,100,88,88,0.88,0.88
115,/film/film/film_format,345,0,345,0,0,0.0,0.0
116,/film/film/music,1039,0,1039,0,0,0.0,0.0
117,/sports/sports_team/roster./american_football/football_roster_position/position,607,0,607,0,0,0.0,0.0
118,/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,411,0,411,0,0,0.0,0.0
119,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,250,0,250,204,204,0.816,0.816
120,/location/hud_foreclosure_area/estimated_number_of_mortgages./measurement_unit/dated_integer/source,788,0,788,0,0,0.0,0.0
121,/base/x2010fifaworldcupsouthafrica/world_cup_squad/current_world_cup_squad./base/x2010fifaworldcupsouthafrica/current_world_cup_squad/current_club,246,0,246,0,0,0.0,0.0
122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,349,0,349,0,0,0.0,0.0
123,/base/popstra/celebrity/canoodled./base/popstra/canoodled/participant,449,0,449,368,368,0.8195991091314031,0.8195991091314031
124,/education/educational_institution/school_type,728,0,728,0,0,0.0,0.0
125,/sports/sport/pro_athletes./sports/pro_sports_played/athlete,128,0,128,0,0,0.0,0.0
126,/award/hall_of_fame/inductees./award/hall_of_fame_induction/inductee,154,0,154,0,0,0.0,0.0
127,/base/biblioness/bibs_location/state,300,0,300,0,0,0.0,0.0
128,/education/university/local_tuition./measurement_unit/dated_money_value/currency,360,0,360,0,0,0.0,0.0
129,/business/business_operation/revenue./measurement_unit/dated_money_value/currency,215,0,215,0,0,0.0,0.0
130,/sports/sports_position/players./sports/sports_team_roster/team,3500,0,3500,0,0,0.0,0.0
131,/military/military_conflict/combatants./military/military_combatant_group/combatants,424,0,424,0,0,0.0,0.0
132,/sports/sports_league/teams./sports/sports_league_participation/team,161,0,161,0,0,0.0,0.0
133,/base/biblioness/bibs_location/country,610,0,610,0,0,0.0,0.0
134,/music/group_member/membership./music/group_membership/role,750,0,750,0,0,0.0,0.0
135,/location/administrative_division/country,386,4,382,4,0,0.010362694300518135,0.0
136,/film/film/executive_produced_by,662,0,662,0,0,0.0,0.0
137,/food/food/nutrients./food/nutrition_fact/nutrient,966,0,966,0,0,0.0,0.0
138,/music/group_member/membership./music/group_membership/group,218,0,218,0,0,0.0,0.0
139,/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,190,0,190,0,0,0.0,0.0
140,/education/field_of_study/students_majoring./education/education/student,259,0,259,0,0,0.0,0.0
141,/award/award_winning_work/awards_won./award/award_honor/honored_for,475,0,475,392,392,0.8252631578947368,0.8252631578947368
142,/sports/sports_team/roster./basketball/basketball_roster_position/position,178,0,178,0,0,0.0,0.0
143,/organization/organization/headquarters./location/mailing_address/state_province_region,721,0,721,0,0,0.0,0.0
144,/base/aareas/schema/administrative_area/capital,137,1,136,1,0,0.0072992700729927005,0.0
145,/tv/tv_producer/programs_produced./tv/tv_producer_term/program,416,0,416,0,0,0.0,0.0
146,/education/educational_institution/campuses,533,533,0,533,0,1.0,0.0
147,/film/film/distributors./film/film_film_distributor_relationship/region,157,0,157,0,0,0.0,0.0
148,/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,535,0,535,0,0,0.0,0.0
149,/medicine/disease/notable_people_with_this_condition,121,0,121,0,0,0.0,0.0
150,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_location,345,0,345,0,0,0.0,0.0
151,/people/ethnicity/geographic_distribution,122,0,122,0,0,0.0,0.0
152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,747,0,747,620,620,0.8299866131191432,0.8299866131191432
153,/film/film/personal_appearances./film/personal_film_appearance/person,217,0,217,0,0,0.0,0.0
154,/location/location/time_zones,1151,0,1151,0,0,0.0,0.0
155,/film/film/story_by,394,0,394,0,0,0.0,0.0
156,/base/petbreeds/city_with_dogs/top_breeds./base/petbreeds/dog_city_relationship/dog_breed,192,0,192,0,0,0.0,0.0
157,/olympics/olympic_games/participating_countries,490,0,490,0,0,0.0,0.0
158,/tv/tv_network/programs./tv/tv_network_duration/program,305,0,305,0,0,0.0,0.0
159,/people/person/employment_history./business/employment_tenure/company,316,0,316,0,0,0.0,0.0
160,/music/artist/origin,552,0,552,0,0,0.0,0.0
161,/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,417,0,417,0,0,0.0,0.0
162,/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,271,0,271,0,0,0.0,0.0
163,/time/event/locations,363,0,363,0,0,0.0,0.0
164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,236,0,236,190,190,0.8050847457627118,0.8050847457627118
165,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,107,0,107,0,0,0.0,0.0
166,/education/university/domestic_tuition./measurement_unit/dated_money_value/currency,476,0,476,0,0,0.0,0.0
167,/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,125,0,125,0,0,0.0,0.0
168,/user/ktrueman/default_domain/international_organization/member_states,179,0,179,0,0,0.0,0.0
169,/american_football/football_team/current_roster./sports/sports_team_roster/position,573,0,573,0,0,0.0,0.0
170,/soccer/football_player/current_team./sports/sports_team_roster/team,536,0,536,0,0,0.0,0.0
171,/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,101,0,101,0,0,0.0,0.0
172,/award/ranked_item/appears_in_ranked_lists./award/ranking/list,335,0,335,0,0,0.0,0.0
173,/film/film_set_designer/film_sets_designed,113,0,113,0,0,0.0,0.0
174,/user/jg/default_domain/olympic_games/sports,581,0,581,0,0,0.0,0.0
175,/people/person/sibling_s./people/sibling_relationship/sibling,131,0,131,108,108,0.8244274809160306,0.8244274809160306
176,/base/marchmadness/ncaa_basketball_tournament/seeds./base/marchmadness/ncaa_tournament_seed/team,352,0,352,0,0,0.0,0.0
177,/music/artist/contribution./music/recording_contribution/performance_role,218,0,218,0,0,0.0,0.0
178,/sports/sports_position/players./sports/sports_team_roster/position,125,0,125,106,106,0.848,0.848
179,/government/politician/government_positions_held./government/government_position_held/basic_title,114,0,114,0,0,0.0,0.0
180,/sports/sports_position/players./american_football/football_historical_roster_position/position_s,102,0,102,78,78,0.7647058823529411,0.7647058823529411
181,/people/profession/specialization_of,102,0,102,0,0,0.0,0.0
182,/award/award_category/category_of,148,17,131,17,0,0.11486486486486487,0.0
183,/film/film/cinematography,336,0,336,0,0,0.0,0.0
184,/film/film/film_production_design_by,158,0,158,0,0,0.0,0.0
185,/tv/tv_program/country_of_origin,268,0,268,0,0,0.0,0.0
186,/film/film/edited_by,179,0,179,0,0,0.0,0.0
187,/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,103,0,103,0,0,0.0,0.0
188,/education/field_of_study/students_majoring./education/education/major_field_of_study,343,0,343,282,282,0.8221574344023324,0.8221574344023324
189,/education/educational_degree/people_with_this_degree./education/education/student,260,0,260,0,0,0.0,0.0
190,/location/us_county/county_seat,181,20,161,20,0,0.11049723756906077,0.0
191,/film/film/film_festivals,264,0,264,0,0,0.0,0.0
192,/people/person/spouse_s./people/marriage/spouse,427,0,427,342,342,0.8009367681498829,0.8009367681498829
193,/film/film/runtime./film/film_cut/film_release_region,187,0,187,0,0,0.0,0.0
194,/location/capital_of_administrative_division/capital_of./location/administrative_division_capital_relationship/administrative_division,296,0,296,0,0,0.0,0.0
195,/base/aareas/schema/administrative_area/administrative_area_type,156,0,156,0,0,0.0,0.0
196,/influence/influence_node/peers./influence/peer_relationship/peers,166,0,166,130,130,0.7831325301204819,0.7831325301204819
197,/government/governmental_body/members./government/government_position_held/legislative_sessions,101,0,101,0,0,0.0,0.0
198,/base/schemastaging/organization_extra/phone_number./base/schemastaging/phone_sandbox/service_language,208,0,208,0,0,0.0,0.0
199,/organization/organization/place_founded,104,0,104,0,0,0.0,0.0
200,/base/eating/practicer_of_diet/diet,137,0,137,0,0,0.0,0.0
201,/tv/tv_program/program_creator,144,0,144,0,0,0.0,0.0
202,/people/deceased_person/place_of_burial,142,0,142,0,0,0.0,0.0
203,/film/film/release_date_s./film/film_regional_release_date/film_regional_debut_venue,246,0,246,0,0,0.0,0.0
204,/ice_hockey/hockey_team/current_roster./sports/sports_team_roster/position,121,0,121,0,0,0.0,0.0
205,/location/administrative_division/first_level_division_of,141,0,141,0,0,0.0,0.0
206,/location/statistical_region/gdp_real./measurement_unit/adjusted_money_value/adjustment_currency,160,0,160,0,0,0.0,0.0
207,/organization/organization/child./organization/organization_relationship/child,191,0,191,0,0,0.0,0.0
208,/business/business_operation/assets./measurement_unit/dated_money_value/currency,181,0,181,0,0,0.0,0.0
209,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/type_of_appearance,37,0,37,0,0,0.0,0.0
210,/time/event/instance_of_recurring_event,109,0,109,0,0,0.0,0.0
211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,90,0,90,0,0,0.0,0.0
212,/film/actor/film./film/performance/special_performance_type,180,0,180,0,0,0.0,0.0
213,/business/business_operation/operating_income./measurement_unit/dated_money_value/currency,198,0,198,0,0,0.0,0.0
214,/people/ethnicity/languages_spoken,192,0,192,0,0,0.0,0.0
215,/base/americancomedy/celebrity_impressionist/celebrities_impersonated,121,0,121,0,0,0.0,0.0
216,/medicine/symptom/symptom_of,154,1,153,1,0,0.006493506493506494,0.0
217,/education/university/fraternities_and_sororities,131,0,131,0,0,0.0,0.0
218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,172,0,172,62,62,0.36046511627906974,0.36046511627906974
219,/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,220,0,220,0,0,0.0,0.0
220,/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,146,0,146,0,0,0.0,0.0
221,/location/country/official_language,225,0,225,0,0,0.0,0.0
222,/location/location/partially_contains,133,0,133,0,0,0.0,0.0
223,/film/film/film_art_direction_by,101,0,101,0,0,0.0,0.0
224,/people/person/spouse_s./people/marriage/location_of_ceremony,251,0,251,0,0,0.0,0.0
225,/education/university/international_tuition./measurement_unit/dated_money_value/currency,117,0,117,0,0,0.0,0.0
226,/organization/organization_founder/organizations_founded,137,0,137,0,0,0.0,0.0
227,/film/film/dubbing_performances./film/dubbing_performance/actor,114,0,114,0,0,0.0,0.0
228,/dataworld/gardening_hint/split_to,99,36,63,38,2,0.3838383838383838,0.031746031746031744
229,/medicine/disease/risk_factors,162,0,162,0,0,0.0,0.0
230,/film/film/prequel,180,0,180,2,2,0.011111111111111112,0.011111111111111112
231,/base/localfood/seasonal_month/produce_available./base/localfood/produce_availability/seasonal_months,108,0,108,90,90,0.8333333333333334,0.8333333333333334
232,/film/actor/dubbing_performances./film/dubbing_performance/language,112,0,112,0,0,0.0,0.0
233,/broadcast/content/artist,102,0,102,0,0,0.0,0.0
234,/location/statistical_region/gni_per_capita_in_ppp_dollars./measurement_unit/dated_money_value/currency,149,0,149,0,0,0.0,0.0
235,/music/instrument/family,100,1,99,1,0,0.01,0.0
236,/government/politician/government_positions_held./government/government_position_held/jurisdiction_of_office,106,0,106,0,0,0.0,0.0
