relation_id,relation_name,mapping_type,train_support,test_support,head_support,tail_support,eligible_support,hits_r,alpha_r,delta_r,directional_inverse_strength,directional_best_inverse_partner_id,directional_best_inverse_partner_name,directional_best_inverse_overlap_count,directional_best_reverse_directional_score,directional_best_overlap_jaccard,mutual_inverse_strength,mutual_best_inverse_partner_id,mutual_best_inverse_partner_name,mutual_best_inverse_overlap_count,mutual_best_directional_score,mutual_best_reverse_directional_score,mutual_best_overlap_jaccard,second_best_mutual_inverse_strength,second_best_mutual_partner_id,second_best_mutual_partner_name,inverse_clarity
14,/film/film/language,M-N,2570,314,314,314,458,0.6455868993486676,0.2248908281326294,0.11353711790393013,0.01906614785992218,2,/media_common/netflix_genre/titles,49,0.018345189067764882,0.009437596302003082,0.01869872161801183,2,/media_common/netflix_genre/titles,49,0.01906614785992218,0.018345189067764882,0.009437596302003082,0.0,,,0.01869872161801183
15,/location/location/contains,M-N,5201,330,330,330,361,0.46406926427568707,0.31024929881095886,0.12742382271468145,0.0886368006152663,133,/base/biblioness/bibs_location/country,461,0.7557377049180328,0.08616822429906543,0.15866460161762175,133,/base/biblioness/bibs_location/country,461,0.0886368006152663,0.7557377049180328,0.08616822429906543,0.12214532871972317,62,/base/aareas/schema/administrative_area/administrative_parent,0.03651927289789858
16,/organization/organization/headquarters./location/mailing_address/country,M-1,182,7,7,7,9,0.4795918379511152,0.3333333432674408,0.2222222222222222,0.5659340659340659,15,/location/location/contains,103,0.01980388386848683,0.01950757575757576,0.03826862344417611,15,/location/location/contains,103,0.5659340659340659,0.01980388386848683,0.01950757575757576,0.0,,,0.03826862344417611
17,/people/person/profession,M-N,10945,1311,1311,1311,1591,0.5563909666878837,0.14896291494369507,0.07228158390949088,0.0001827318410232983,20,/music/genre/artists,2,0.0003401360544217687,0.00011888486001307734,0.0003624830086089714,211,/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,2,0.0001827318410232983,0.022222222222222223,0.00018127435874195594,0.00023774145616641898,20,/music/genre/artists,0.00012474155244255244
18,/location/statistical_region/religions./location/religion_percentage/religion,M-N,596,60,60,60,103,0.8107142874172756,0.12621359527111053,0.10679611650485436,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
19,/award/award_nominee/award_nominations./award/award_nomination/award,M-N,12157,1067,1067,1067,1162,0.48179140261241366,0.2469879537820816,0.10585197934595525,0.31932220120095417,47,/award/award_category/winners./award/award_honor/award_winner,3882,0.6842940243257536,0.27831947232578147,0.4354458777341559,47,/award/award_category/winners./award/award_honor/award_winner,3882,0.31932220120095417,0.6842940243257536,0.27831947232578147,0.0007399870502266211,7,/award/award_category/nominees./award/award_nomination/nominated_for,0.4347058906839293
20,/music/genre/artists,M-N,5880,664,664,664,784,0.5191480261938912,0.23341836035251617,0.09821428571428571,0.0003401360544217687,17,/people/person/profession,2,0.0001827318410232983,0.00011888486001307734,0.0003049710277523635,52,/music/genre/parent_genre,1,0.00017006802721088434,0.0014749262536873156,0.00015250876925423213,0.00026136957658128593,41,/music/artist/track_contributions./music/track_contribution/role,4.3601451171077594e-05
21,/influence/influence_node/influenced_by,M-N,1908,235,235,235,236,0.37537993703569683,0.4788135588169098,0.23728813559322035,0.013626834381551363,196,/influence/influence_node/peers./influence/peer_relationship/peers,26,0.1566265060240964,0.0126953125,0.025072324011571844,196,/influence/influence_node/peers./influence/peer_relationship/peers,26,0.013626834381551363,0.1566265060240964,0.0126953125,0.005264697279906405,45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,0.01980762673166544
22,/education/educational_institution/students_graduates./education/education/student,1-N,2640,311,311,311,155,0.1754708311387471,0.5419355034828186,0.3032258064516129,0.006818181818181818,159,/people/person/employment_history./business/employment_tenure/company,18,0.056962025316455694,0.006126616746085773,0.012178619756427604,159,/people/person/employment_history./business/employment_tenure/company,18,0.006818181818181818,0.056962025316455694,0.006126616746085773,0.0007202016564638099,226,/organization/organization_founder/organizations_founded,0.011458418099963794
23,/organization/organization_member/member_of./organization/organization_membership/organization,M-N,797,96,96,96,172,0.8653273837906974,0.075581394135952,0.040697674418604654,0.050188205771643665,168,/user/ktrueman/default_domain/international_organization/member_states,40,0.22346368715083798,0.042735042735042736,0.0819672131147541,168,/user/ktrueman/default_domain/international_organization/member_states,40,0.050188205771643665,0.22346368715083798,0.042735042735042736,0.0022123893805309734,165,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician,0.07975482373422313
24,/people/person/place_of_birth,M-1,2465,170,170,170,82,0.19831933081150055,0.37804877758026123,0.2073170731707317,0.00040567951318458417,21,/influence/influence_node/influenced_by,1,0.0005241090146750524,0.00022872827081427266,0.0007107320540156361,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,1,0.00040567951318458417,0.0028653295128939827,0.00035549235691432633,0.000457351932311914,21,/influence/influence_node/influenced_by,0.00025338012170372207
25,/common/topic/webpage./common/webpage/category,M-1,3612,402,402,402,415,0.5044420787266323,0.03614457696676254,0.021686746987951807,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
26,/film/film/other_crew./film/film_crew_gig/film_crew_role,M-N,5305,606,606,606,744,0.5581093771117074,0.1639784872531891,0.08064516129032258,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
27,/award/award_ceremony/awards_presented./award/award_honor/award_winner,M-N,2727,317,317,317,348,0.4659756677491324,0.2931034564971924,0.14080459770114942,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
28,/film/film/country,M-1,2407,131,131,131,151,0.5256270510809762,0.16556291282176971,0.08609271523178808,0.06522642293311176,2,/media_common/netflix_genre/titles,157,0.058779483339573196,0.031904084535663485,0.06183536825521859,2,/media_common/netflix_genre/titles,157,0.06522642293311176,0.058779483339573196,0.031904084535663485,0.00132890365448505,59,/film/film_subject/films,0.06050646460073354
29,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,M-N,2130,258,258,258,406,0.7170542478561401,0.21674877405166626,0.10098522167487685,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
30,/award/award_winning_work/awards_won./award/award_honor/award,M-N,3310,118,118,118,117,0.40920097061565947,0.3333333432674408,0.18803418803418803,0.6697885196374622,7,/award/award_category/nominees./award/award_nomination/nominated_for,2217,0.23423137876386688,0.20998295131653721,0.3470841487279844,7,/award/award_category/nominees./award/award_nomination/nominated_for,2217,0.6697885196374622,0.23423137876386688,0.20998295131653721,0.00022264276967605477,47,/award/award_category/winners./award/award_honor/award_winner,0.34686150595830834
31,/film/film/genre,M-N,7268,722,722,722,792,0.49129402211734224,0.19065657258033752,0.08585858585858586,0.1779031370390754,2,/media_common/netflix_genre/titles,1293,0.48408835642081616,0.14954892435808467,0.26018714156353756,2,/media_common/netflix_genre/titles,1293,0.1779031370390754,0.48408835642081616,0.14954892435808467,0.003557362469825943,59,/film/film_subject/films,0.2566297790937116
32,/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,M-N,2337,160,160,160,161,0.4352678528853825,0.26708075404167175,0.11801242236024845,0.3080872913992298,86,/film/film/production_companies,720,0.45918367346938777,0.2260596546310832,0.36875800256081953,86,/film/film/production_companies,720,0.3080872913992298,0.45918367346938777,0.2260596546310832,0.023268905986113718,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,0.34548909657470583
33,/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,M-1,373,46,46,46,61,0.5729813575744629,0.2295081913471222,0.16393442622950818,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
34,/film/film/estimated_budget./measurement_unit/dated_money_value/currency,M-1,1210,151,151,151,213,0.6087984868458339,0.23004694283008575,0.10328638497652583,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
35,/government/legislative_session/members./government/government_position_held/district_represented,M-N,1070,117,117,117,232,0.9859584740230015,0.0258620698004961,0.017241379310344827,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
36,/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,M-N,622,1,1,1,1,0.5,0.0,0.0,0.8167202572347267,130,/sports/sports_position/players./sports/sports_team_roster/team,508,0.14514285714285713,0.1405644714997233,0.2464822901504124,130,/sports/sports_position/players./sports/sports_team_roster/team,508,0.8167202572347267,0.14514285714285713,0.1405644714997233,0.0058997050147492625,44,/business/job_title/people_with_this_title./business/employment_tenure/company,0.24058258513566314
37,/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,M-N,760,91,91,91,136,0.6703296729496547,0.16911764442920685,0.08823529411764706,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,M-N,6277,132,132,132,116,0.35335498622485567,0.38793104887008667,0.25862068965517243,0.3696033136848813,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,2320,0.7754010695187166,0.33386098719240176,0.5005933757686913,12,/award/award_winning_work/awards_won./award/award_honor/award_winner,2320,0.3696033136848813,0.7754010695187166,0.33386098719240176,0.1314467072203121,84,/film/film/produced_by,0.36914666854837924
39,/people/deceased_person/place_of_death,M-1,695,78,78,78,56,0.3012820567403521,0.3392857015132904,0.17857142857142858,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
40,/sports/pro_athlete/teams./sports/sports_team_roster/team,M-N,676,16,16,16,20,0.5,0.44999998807907104,0.25,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
41,/music/artist/track_contributions./music/track_contribution/role,M-N,1772,152,152,152,145,0.38439849444798063,0.35172414779663086,0.18620689655172415,0.2742663656884876,42,/music/instrument/instrumentalists,486,0.25077399380804954,0.15074441687344914,0.2619946091644205,42,/music/instrument/instrumentalists,486,0.2742663656884876,0.25077399380804954,0.15074441687344914,0.002581477896095515,92,/music/performance_role/regular_performances./music/group_membership/group,0.259413131268325
42,/music/instrument/instrumentalists,M-N,1938,153,153,153,157,0.43697479367256165,0.2866241931915283,0.14012738853503184,0.25077399380804954,41,/music/artist/track_contributions./music/track_contribution/role,486,0.2742663656884876,0.15074441687344914,0.2619946091644205,41,/music/artist/track_contributions./music/track_contribution/role,486,0.25077399380804954,0.2742663656884876,0.15074441687344914,0.2194940476190476,134,/music/group_member/membership./music/group_membership/role,0.042500561545372934
43,/people/person/gender,M-1,3717,436,436,436,502,0.5375163895743233,0.10756972432136536,0.043824701195219126,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
44,/business/job_title/people_with_this_title./business/employment_tenure/company,M-N,734,85,85,85,108,0.5420168127332415,0.25,0.12037037037037036,0.005449591280653951,36,/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,4,0.006430868167202572,0.0029585798816568047,0.00612088752869166,169,/american_football/football_team/current_roster./sports/sports_team_roster/position,4,0.005449591280653951,0.006980802792321117,0.0030698388334612432,0.0058997050147492625,36,/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,0.00022118251394239764
45,/base/popstra/celebrity/friendship./base/popstra/friendship/participant,M-N,1511,32,32,32,20,0.14955357142857142,0.8999999761581421,0.4,0.10787557908669755,8,/award/award_nominee/award_nominations./award/award_nomination/award_nominee,163,0.010194508724748265,0.009401857299417431,0.09880749574105623,119,/celebrities/celebrity/celebrity_friends./celebrities/friendship/friend,87,0.05757776307081403,0.348,0.05197132616487455,0.05831903945111492,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,0.040488456289941306
46,/business/business_operation/industry,M-1,330,41,41,41,60,0.5993031433650425,0.30000001192092896,0.16666666666666666,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
47,/award/award_category/winners./award/award_honor/award_winner,M-N,5673,217,217,217,238,0.4588545092514583,0.32773110270500183,0.15126050420168066,0.6842940243257536,19,/award/award_nominee/award_nominations./award/award_nomination/award,3882,0.31932220120095417,0.27831947232578147,0.4354458777341559,19,/award/award_nominee/award_nominations./award/award_nomination/award,3882,0.6842940243257536,0.31932220120095417,0.27831947232578147,0.00022264276967605477,30,/award/award_winning_work/awards_won./award/award_honor/award,0.43522323496447984
48,/people/person/nationality,M-1,4197,494,494,494,582,0.5352805256843567,0.15807560086250305,0.07216494845360824,0.0004765308553728854,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,2,0.0057306590257879654,0.00044014084507042255,0.0008798944126704796,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,2,0.0004765308553728854,0.0057306590257879654,0.00044014084507042255,0.0,,,0.0008798944126704796
49,/sports/sports_team/roster./baseball/baseball_roster_position/position,M-N,183,3,3,3,6,1.0,0.0,0.0,0.8032786885245902,130,/sports/sports_position/players./sports/sports_team_roster/team,147,0.042,0.04157239819004525,0.07982622861797448,130,/sports/sports_position/players./sports/sports_team_roster/team,147,0.8032786885245902,0.042,0.04157239819004525,0.0,,,0.07982622861797448
50,/people/cause_of_death/people,1-N,737,94,94,94,68,0.2636778099196298,0.5147058963775635,0.25,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
51,/tv/tv_program/languages,M-1,254,24,24,24,47,0.961309518132891,0.042553190141916275,0.02127659574468085,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
52,/music/genre/parent_genre,M-N,678,97,97,97,125,0.5648011650357928,0.2800000011920929,0.12,0.0014749262536873156,20,/music/genre/artists,1,0.00017006802721088434,0.00015250876925423213,0.0003049710277523635,20,/music/genre/artists,1,0.0014749262536873156,0.00017006802721088434,0.00015250876925423213,0.0,,,0.0003049710277523635
53,/base/popstra/celebrity/breakup./base/popstra/breakup/participant,1-1,153,0,0,0,0,,,,0.7320261437908496,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,112,0.07977207977207977,0.07750865051903114,0.14395886889460155,164,/celebrities/celebrity/sexual_relationships./celebrities/romantic_relationship/celebrity,28,0.1830065359477124,0.11864406779661017,0.07756232686980609,0.1438664097623635,77,/base/popstra/celebrity/dated./base/popstra/dated/participant,9.245913223804303e-05
54,/location/country/capital,1-1,142,11,11,11,9,0.24675325410706656,0.6666666865348816,0.3333333333333333,0.4014084507042254,133,/base/biblioness/bibs_location/country,57,0.09344262295081968,0.08201438848920864,0.15159574468085107,133,/base/biblioness/bibs_location/country,57,0.4014084507042254,0.09344262295081968,0.08201438848920864,0.10606060606060605,135,/location/administrative_division/country,0.045535138620245025
55,/film/special_film_performance_type/film_performance_type./film/performance/film,1-N,93,11,11,11,14,0.6103895902633667,0.0714285746216774,0.07142857142857142,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
56,/location/hud_county_place/place,1-1,459,48,48,48,91,0.9211309552192688,0.05494505539536476,0.03296703296703297,0.02832244008714597,111,/location/hud_county_place/county,13,0.04262295081967213,0.017310252996005325,0.034374999999999996,190,/location/us_county/county_seat,11,0.023965141612200435,0.06077348066298342,0.017488076311605722,0.034031413612565446,111,/location/hud_county_place/county,0.0003435863874345496
57,/music/performance_role/guest_performances./music/recording_contribution/performance_role,M-N,497,2,2,2,4,0.14285714285714285,1.0,1.0,0.5975855130784709,75,/music/performance_role/track_performances./music/track_contribution/role,297,0.0782608695652174,0.07434292866082604,0.1560913705583756,9,/music/performance_role/regular_performances./music/group_membership/role,246,0.4949698189134809,0.09265536723163842,0.08465244322092223,0.13839701770736254,75,/music/performance_role/track_performances./music/track_contribution/role,0.017694352851013062
58,/location/location/adjoin_s./location/adjoining_relationship/adjoins,M-N,2051,55,55,55,86,0.7051948053496224,0.23255814611911774,0.12790697674418605,0.017064846416382253,152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,35,0.04685408299866131,0.012667390517553384,0.02501786990707648,152,/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,35,0.017064846416382253,0.04685408299866131,0.012667390517553384,0.017094017094017096,218,/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,0.007923852813059386
59,/film/film_subject/films,1-N,603,77,77,77,61,0.32003710099628996,0.3442623019218445,0.13114754098360656,0.02321724709784411,31,/film/film/genre,14,0.001926252063841497,0.0017818505791014382,0.0037974683544303796,106,/film/film/featured_film_locations,3,0.004975124378109453,0.0030706243602865915,0.0019023462270133164,0.003557362469825943,31,/film/film/genre,0.00024010588460443658
60,/base/schemastaging/person_extra/net_worth./measurement_unit/dated_money_value/currency,M-1,475,60,60,60,73,0.5452381031853812,0.13698630034923553,0.0821917808219178,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
61,/education/educational_institution/colors,M-N,856,90,90,90,91,0.44603174499103,0.24175824224948883,0.16483516483516483,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
62,/base/aareas/schema/administrative_area/administrative_parent,M-1,579,25,25,25,42,0.8399999737739563,0.0,0.0,0.6096718480138169,15,/location/location/contains,353,0.06787156316093058,0.06504514464713469,0.12214532871972317,15,/location/location/contains,353,0.6096718480138169,0.06787156316093058,0.06504514464713469,0.061452513966480445,144,/base/aareas/schema/administrative_area/capital,0.06069281475324272
63,/organization/role/leaders./organization/leadership/organization,1-N,756,70,70,70,82,0.5306122473308018,0.1463414579629898,0.06097560975609756,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
64,/government/legislative_session/members./government/government_position_held/legislative_sessions,M-N,814,13,13,13,26,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
65,/olympics/olympic_games/sports,M-N,664,13,13,13,26,1.0,0.0,0.0,0.39457831325301207,104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,262,0.6876640419947506,0.334610472541507,0.5014354066985646,104,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,262,0.39457831325301207,0.6876640419947506,0.334610472541507,0.0,,,0.5014354066985646
66,/people/person/places_lived./people/place_lived/location,M-N,3738,305,305,305,171,0.21405152337891714,0.4327485263347626,0.2046783625730994,0.002140181915462814,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,8,0.022922636103151862,0.001961265015935278,0.003914851969659897,122,/base/popstra/location/vacationers./base/popstra/vacation_choice/vacationer,8,0.002140181915462814,0.022922636103151862,0.001961265015935278,0.00031357792411414236,22,/education/educational_institution/students_graduates./education/education/student,0.003601274045545755
67,/award/award_category/disciplines_or_subjects,M-N,204,15,15,15,27,0.8285714217594692,0.14814814925193787,0.1111111111111111,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
68,/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,M-N,688,86,86,86,75,0.29900331582341877,0.6666666865348816,0.3333333333333333,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
69,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,M-N,1153,63,63,63,102,0.742630388055529,0.1764705926179886,0.0784313725490196,0.18300086730268864,157,/olympics/olympic_games/participating_countries,211,0.4306122448979592,0.1473463687150838,0.2568472306755934,157,/olympics/olympic_games/participating_countries,211,0.18300086730268864,0.4306122448979592,0.1473463687150838,0.0013192612137203166,163,/time/event/locations,0.25552796946187306
70,/language/human_language/countries_spoken_in,M-N,335,25,25,25,34,0.5371428685528892,0.47058823704719543,0.2647058823529412,0.39104477611940297,221,/location/country/official_language,131,0.5822222222222222,0.30536130536130535,0.46785714285714286,221,/location/country/official_language,131,0.39104477611940297,0.5822222222222222,0.30536130536130535,0.0,,,0.46785714285714286
71,/people/ethnicity/people,1-N,2063,251,251,251,252,0.4493454822472164,0.1984127014875412,0.09523809523809523,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
72,/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,M-N,760,31,31,31,44,0.5691244346754891,0.3181818127632141,0.18181818181818182,0.24210526315789474,157,/olympics/olympic_games/participating_countries,184,0.37551020408163266,0.1726078799249531,0.2944,157,/olympics/olympic_games/participating_countries,184,0.24210526315789474,0.37551020408163266,0.1726078799249531,0.0,,,0.2944
73,/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,M-N,256,38,38,38,70,0.8928571343421936,0.08571428805589676,0.04285714285714286,0.0,,,0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0
74,/film/film/other_crew./film/film_crew_gig/crewmember,M-1,384,26,26,26,24,0.3763736230986459,0.2916666567325592,0.25,0.24479166666666666,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,94,0.014975306675163294,0.014313994213491702,0.028223990391833056,38,/award/award_nominee/award_nominations./award/award_nomination/nominated_for,94,0.24479166666666666,0.014975306675163294,0.014313994213491702,0.003218020917135961,102,/film/director/film,0.025005969474697097
75,/music/performance_role/track_performances./music/track_contribution/role,M-N,3795,53,53,53,55,0.40970350589071003,0.4727272689342499,0.23636363636363636,0.31277997364953886,9,/music/performance_role/regular_performances./music/group_membership/role,1187,0.44708097928436913,0.2255367661029831,0.36806201550387596,9,/music/performance_role/regular_performances./music/group_membership/role,1187,0.31277997364953886,0.44708097928436913,0.2255367661029831,0.13839701770736254,57,/music/performance_role/guest_performances./music/recording_contribution/performance_role,0.22966499779651342
